I,Q
0.81119917,-0.19748409
0.77565021,0.03331138
0.73392651,0.26159589
0.69792296,0.47030496
0.67651216,0.64432844
0.67237338,0.77068968
0.68768586,0.84840772
0.72006343,0.87444082
0.75920996,0.85826443
0.79465061,0.81238318
0.81556697,0.75226609
0.81245815,0.69388543
0.77842613,0.65116849
0.70797819,0.63569050
0.60333261,0.64892381
0.46962921,0.68596709
0.30979874,0.74028531
0.12990221,0.79882985
-0.06349942,0.84600535
-0.26373179,0.86612083
-0.46400930,0.84586785
-0.65518957,0.77452201
-0.83149622,0.65159074
-0.98578345,0.48302386
-1.10517282,0.27648802
-1.17783290,0.04634887
-1.19230207,-0.19011623
-1.13930803,-0.41494666
-1.01390282,-0.61176334
-0.81944500,-0.76967283
-0.56292575,-0.87642321
-0.25987409,-0.93395556
0.06205050,-0.94357294
0.37146489,-0.91347252
0.63485085,-0.85545792
0.82095919,-0.78317076
0.90547856,-0.71018189
0.87713927,-0.64629009
0.73237586,-0.60231206
0.49124819,-0.58486756
0.18154706,-0.59182336
-0.15623537,-0.61896096
-0.47604278,-0.65909119
-0.73268163,-0.70347562
-0.88851198,-0.74339899
-0.92126955,-0.77356909
-0.81990815,-0.78499630
-0.60103258,-0.78049959
-0.29283860,-0.76003171
0.06065515,-0.72851724
0.40786312,-0.69296124
0.69732022,-0.66111362
0.88553662,-0.63999228
0.94569437,-0.63644377
0.86604002,-0.64994220
0.65587710,-0.67648953
0.34828617,-0.71314813
-0.01077065,-0.75263043
-0.36755750,-0.78650855
-0.66881441,-0.80679592
-0.86991192,-0.80755495
-0.94353872,-0.78431511
-0.87781688,-0.74316017
-0.68186222,-0.68597837
-0.38807415,-0.62451652
-0.04097078,-0.57060484
0.30790810,-0.53608049
0.60791277,-0.53059740
0.81681539,-0.55960897
0.90487067,-0.62095734
0.86457355,-0.71248408
0.70699401,-0.81751872
0.45529845,-0.92098240
0.14651871,-1.00327006
-0.17627202,-1.04495300
-0.47031771,-1.02978455
-0.69897946,-0.94747590
-0.83420934,-0.79771868
-0.86520031,-0.58504612
-0.79437158,-0.32298453
-0.63146326,-0.03688647
-0.39681000,0.24496188
-0.11578993,0.49293678
0.18480846,0.67993450
0.47983304,0.78501941
0.74592213,0.79825913
0.97076848,0.71627881
1.13830974,0.54695009
1.24288829,0.31259196
1.28010686,0.04127765
1.24811227,-0.23472022
1.14746464,-0.48289473
0.98158905,-0.67440445
0.75573467,-0.78545977
0.48622454,-0.80581903
0.18623655,-0.73546595
-0.11959865,-0.57997947
-0.40477627,-0.35529628
-0.64141450,-0.08347524
-0.80358833,0.21011206
-0.87112176,0.49967417
-0.83512508,0.76352067
-0.69453124,0.97987970
-0.46167298,1.13252298
-0.16590529,1.21560012
0.15540726,1.22720840
0.45960573,1.17056225
0.70458837,1.05295361
0.85500289,0.88465317
0.88586183,0.67600289
0.79267776,0.44283669
0.58871863,0.20156273
0.29958509,-0.03558891
-0.03425534,-0.25469710
-0.36515381,-0.44246027
-0.64528336,-0.58674272
-0.83379911,-0.67731773
-0.90494803,-0.70868912
-0.84401804,-0.67483089
-0.66376615,-0.57434483
-0.38835592,-0.41527232
-0.05770975,-0.20882443
0.28041756,0.02938805
0.57756893,0.28065783
0.79172150,0.52497329
0.89525058,0.74115653
0.87069499,0.91510331
0.72707946,1.03714733
0.48393971,1.09885176
0.17603558,1.09961450
-0.15392388,1.04434622
-0.46152785,0.94233013
-0.70681943,0.80553413
-0.85751976,0.64474160
-0.89866386,0.47387959
-0.82959342,0.30419346
-0.65885544,0.13908909
-0.40788752,-0.01965919
-0.10537478,-0.17303443
0.21698708,-0.32336985
0.52855182,-0.47262905
0.80110416,-0.61881410
1.01723217,-0.76298934
1.16689027,-0.89390070
1.24283587,-1.00307799
1.24580465,-1.07773534
1.18113998,-1.10464198
1.05730996,-1.07253660
0.88469718,-0.97459440
0.67290616,-0.81241587
0.43871785,-0.59108019
0.19123637,-0.32363900
-0.05328719,-0.03435578
-0.27990118,0.24979521
-0.47353905,0.50040609
-0.61995261,0.69127545
-0.70702338,0.80193928
-0.72435183,0.82246378
-0.67297197,0.74691318
-0.55155851,0.58851293
-0.37155623,0.36371456
-0.14834936,0.09801384
0.09823631,-0.17944158
0.34608690,-0.43981406
0.57340689,-0.65843111
0.76332168,-0.81602538
0.90001749,-0.90692805
0.97471446,-0.93525571
0.99063191,-0.90960957
0.95626780,-0.84704286
0.88574734,-0.76800820
0.79645619,-0.69284789
0.70627175,-0.63847127
0.63277073,-0.61766410
0.58480932,-0.63137739
0.56549777,-0.67286732
0.57619487,-0.73309437
0.61096952,-0.79658541
0.66004660,-0.84605239
0.71189495,-0.86525974
0.75549427,-0.84159530
0.78045372,-0.76602785
0.78467477,-0.64023823
0.77064876,-0.47216725
0.74087540,-0.27064458
0.70304534,-0.04990619
0.66652018,0.17434853
0.64045277,0.38696930
0.63196243,0.57505234
0.64275727,0.72718228
0.67656648,0.84224526
0.72419248,0.91452487
0.77889773,0.94792932
0.82931029,0.94685247
0.86296645,0.91721218
0.86810645,0.86572519
0.83536862,0.79944041
0.76105634,0.72360765
0.63967259,0.64783527
0.47894819,0.58171720
0.28465480,0.53034296
0.06799345,0.50013905
-0.15761098,0.49631766
-0.37799180,0.52202124
-0.57971297,0.57738266
-0.75326276,0.65679292
-0.88569773,0.75674116
-0.97596801,0.86112256
-1.02019165,0.95685808
-1.01962126,1.02713366
-0.97807142,1.05544953
-0.90105944,1.02808524
-0.79488770,0.93652548
-0.66774118,0.77750081
-0.52288303,0.56237655
-0.36270269,0.30229289
-0.19307063,0.02166249
-0.01739775,-0.25257442
0.16100422,-0.49231106
0.33841516,-0.67191620
0.51025461,-0.77170009
0.67272976,-0.78260560
0.81663369,-0.70165885
0.93201469,-0.53659870
1.01313682,-0.30907128
1.05309606,-0.04599513
1.04665759,0.22186118
0.99113356,0.46363683
0.88707823,0.65201115
0.73674468,0.76814255
0.55233092,0.79542221
0.34065839,0.73516392
0.11702497,0.59151016
-0.10436921,0.37841864
-0.30994167,0.11569536
-0.48812660,-0.17344523
-0.63054295,-0.46485254
-0.73469930,-0.73371324
-0.79809058,-0.96246191
-0.82232567,-1.13757055
-0.81675221,-1.24581797
-0.79111317,-1.28072060
-0.75607004,-1.24059398
-0.72174130,-1.12841564
-0.69637306,-0.95164134
-0.68338557,-0.72005344
-0.68695818,-0.45369505
-0.70753750,-0.16745660
-0.73783341,0.11509167
-0.76980435,0.37139633
-0.79383649,0.57981083
-0.80000587,0.72168466
-0.77933885,0.78351170
-0.72684717,0.76076958
-0.63409986,0.65100534
-0.50457706,0.46919117
-0.33906334,0.23243008
-0.14378993,-0.03335825
0.07195909,-0.29799786
0.29658993,-0.53046727
0.51713031,-0.70265659
0.72217786,-0.79102603
0.89673099,-0.78775363
1.02749361,-0.68759660
1.10801727,-0.50288206
1.13306690,-0.25385042
1.10086728,0.03215774
1.01319232,0.32440756
0.87524084,0.59290279
0.69340265,0.81041016
0.48306662,0.96391275
0.25317947,1.04171263
0.02029363,1.04863315
-0.20056951,0.99660149
-0.39488485,0.90416092
-0.54950536,0.79321534
-0.65350252,0.68547392
-0.69700486,0.60109157
-0.67803412,0.54996783
-0.59861590,0.53473606
-0.46068203,0.55502859
-0.27228048,0.60238785
-0.04536787,0.66424457
0.20480678,0.72652348
0.46065429,0.77633107
0.70157273,0.80618877
0.91160921,0.80939367
1.07665649,0.78494865
1.18159808,0.74143433
1.21779932,0.68937616
1.18210260,0.64105974
1.07723359,0.60813456
0.91161728,0.59934651
0.69667801,0.62070532
0.45174526,0.66833024
0.19804510,0.73279520
-0.04744455,0.80439269
-0.26747814,0.86858998
-0.44783500,0.91008427
-0.57822736,0.91508087
-0.65267631,0.87337241
-0.67129808,0.78183675
-0.63148180,0.63700915
-0.54194248,0.44993660
-0.40712737,0.23061230
-0.23485002,-0.00518707
-0.03394569,-0.23977399
0.18589008,-0.45573842
0.41404704,-0.63807465
0.64077268,-0.77788308
0.85089941,-0.86528905
1.02838203,-0.90474411
1.16122250,-0.89994438
1.23628483,-0.86111847
1.24264464,-0.80150909
1.17328484,-0.73540039
1.02680782,-0.67605332
0.81076190,-0.63577542
0.53411636,-0.61835741
0.22190967,-0.62275584
-0.10082186,-0.64755284
-0.40314835,-0.68560612
-0.65352714,-0.72743006
-0.82376187,-0.76303306
-0.89302574,-0.78383456
-0.85324871,-0.78626419
-0.70521533,-0.76670867
-0.46355727,-0.72626726
-0.15979835,-0.67464860
0.16710018,-0.62268413
0.47368418,-0.58232112
0.71786038,-0.56436082
0.86490650,-0.57624375
0.89080202,-0.62219465
0.79207172,-0.69393820
0.58282291,-0.78552349
0.28922524,-0.87960588
-0.04792992,-0.95777100
-0.38080518,-1.00129588
-0.66139027,-0.99406827
-0.84858011,-0.92528818
-0.91245271,-0.78959629
-0.84481509,-0.59641057
-0.65663618,-0.35495928
-0.37261763,-0.08771125
-0.03359655,0.18032025
0.31134300,0.42273809
0.61211121,0.61506585
0.82502714,0.73780222
0.92119582,0.77687539
0.88481922,0.73330226
0.71943427,0.60857054
0.45123956,0.41846812
0.11912878,0.18283946
-0.22927993,-0.07509272
-0.54472362,-0.33157360
-0.78345324,-0.56501220
-0.91145316,-0.75626316
-0.91693449,-0.89629682
-0.79720101,-0.98247030
-0.57243040,-1.01398672
-0.27393010,-0.99723858
0.05917349,-0.94255857
0.38604467,-0.86264980
0.67013751,-0.77099392
0.88608867,-0.67849730
1.01675292,-0.59854238
1.05866013,-0.54183148
1.02528825,-0.51159750
0.93789536,-0.50971155
0.82318039,-0.53494434
0.70849380,-0.58334759
0.61731904,-0.64876400
0.56764771,-0.72149225
0.56370014,-0.79511729
0.59988809,-0.86281336
0.66638334,-0.91367459
0.74540321,-0.93961926
0.81639163,-0.93415027
0.85947529,-0.89295399
0.85855936,-0.81434482
0.80168759,-0.70141456
0.68842994,-0.55371897
0.52554528,-0.38180606
0.32160636,-0.19189632
0.09142546,0.00652755
-0.14803766,0.20346289
-0.37986874,0.38923960
-0.58908722,0.55530231
-0.76591815,0.69675536
-0.89821096,0.80448843
-0.98633221,0.88018182
-1.02792997,0.92149834
-1.02544542,0.93021079
-0.98324602,0.91000292
-0.90668918,0.86612755
-0.80134403,0.80504894
-0.67439085,0.73601940
-0.52610939,0.66246364
-0.36475045,0.59645752
-0.19200795,0.54354040
-0.01169292,0.51051450
0.17182255,0.50288360
0.35336272,0.52407781
0.52688987,0.57462971
0.68372702,0.64952669
0.81908808,0.74396739
0.92819791,0.84903473
1.00251350,0.94799984
1.03654811,1.02388138
1.02655265,1.05951591
0.97102850,1.03997675
0.87108921,0.95509445
0.72870011,0.80360289
0.55488551,0.58637556
0.35456950,0.32171767
0.14076986,0.02977905
-0.07452100,-0.26124982
-0.27938025,-0.52030791
-0.46295942,-0.71749299
-0.61642847,-0.82831745
-0.73183448,-0.83946691
-0.81090370,-0.74538424
-0.85039478,-0.55383977
-0.85667552,-0.28962161
-0.83682867,0.01423382
-0.79966815,0.31869842
-0.75464514,0.58396548
-0.71069850,0.77493149
-0.67327026,0.86803443
-0.64966890,0.84863501
-0.64422274,0.71703788
-0.65386816,0.49230025
-0.67475761,0.20332702
-0.70115777,-0.11365363
-0.72655980,-0.42057277
-0.74490730,-0.68316397
-0.74982202,-0.87394591
-0.74375739,-0.98389392
-0.72360539,-1.00896510
-0.69537867,-0.96401516
-0.66526296,-0.87160394
-0.64045168,-0.75954681
-0.62780557,-0.65585844
-0.63247422,-0.58387682
-0.65478426,-0.55645439
-0.69564479,-0.58195865
-0.75195044,-0.64909407
-0.81262599,-0.74325157
-0.86585764,-0.84135695
-0.89870870,-0.91795969
-0.89894819,-0.94970791
-0.85690024,-0.91937566
-0.76895575,-0.82071465
-0.63037160,-0.65364894
-0.45049330,-0.42832570
-0.23760443,-0.16758216
-0.00613103,0.10235423
0.22698582,0.35369198
0.44439345,0.56083544
0.63052917,0.70356632
0.77167212,0.77112902
0.86567163,0.75486966
0.90781481,0.66275432
0.90544141,0.50327096
0.86863685,0.29177852
0.81049154,0.04640117
0.74507068,-0.21401333
0.68533785,-0.47149600
0.63943024,-0.70804489
0.61559925,-0.91225414
0.61732148,-1.07496447
0.63920942,-1.18474929
0.67422007,-1.23406486
0.71329378,-1.21758518
0.74718560,-1.13283863
0.76824607,-0.98114885
0.77377138,-0.76674130
0.75856218,-0.50374495
0.72987491,-0.21207509
0.69204194,0.08751653
0.65357004,0.36880744
0.62360302,0.60452986
0.61014832,0.76957750
0.61844992,0.84449477
0.65171287,0.81677601
0.70434803,0.69151473
0.76651498,0.47757643
0.82937252,0.20167894
0.88032977,-0.10238982
0.90674582,-0.39586625
0.89775824,-0.64003932
0.84588096,-0.80158567
0.75005332,-0.85933654
0.60993447,-0.79958766
0.43005788,-0.63266475
0.22332475,-0.37769243
0.00341630,-0.06825693
-0.21497527,0.25402864
-0.41787890,0.54529772
-0.59356596,0.76561381
-0.73173771,0.88270553
-0.83238242,0.88242734
-0.89095964,0.76661286
-0.91269275,0.54854951
-0.90341212,0.25667650
-0.87045851,-0.07177094
-0.82170946,-0.39642754
-0.76479559,-0.67980522
-0.70466021,-0.89077795
-0.65158772,-1.01475065
-0.60632070,-1.05124110
-0.57487677,-1.00918150
-0.56025666,-0.91061546
-0.56428564,-0.78456545
-0.58742992,-0.66182932
-0.62852780,-0.56964615
-0.68642725,-0.52902512
-0.75359216,-0.54542976
-0.82046829,-0.61197443
-0.88013678,-0.71471962
-0.92273927,-0.82931029
-0.93834099,-0.92714457
-0.91810951,-0.98032450
-0.85558493,-0.96650534
-0.74592213,-0.87478849
-0.59501659,-0.70198888
-0.40500868,-0.45757164
-0.18875737,-0.16660952
0.03944241,0.13957667
0.26348777,0.42591708
0.46737522,0.65858415
0.63720343,0.80978886
0.76490192,0.85973973
0.84128271,0.80524270
0.87151108,0.65594006
0.86015631,0.42871097
0.81851421,0.15103128
0.76099281,-0.14492486
0.70291503,-0.42678869
0.65813593,-0.66635991
0.63491462,-0.84127784
0.64251145,-0.94354852
0.67546967,-0.97596082
0.72845569,-0.94690752
0.78897565,-0.87436146
0.84116117,-0.78070985
0.86823350,-0.68900194
0.85519640,-0.61925735
0.78941460,-0.58345604
0.67080011,-0.59177300
0.49797468,-0.63701548
0.28294768,-0.71005387
0.04160969,-0.79342148
-0.20645711,-0.86610330
-0.44065162,-0.90694978
-0.64217538,-0.89811851
-0.79464693,-0.82609748
-0.89216554,-0.69198372
-0.93587284,-0.49739227
-0.92945804,-0.25859062
-0.88421913,0.00374834
-0.81520338,0.26555893
-0.73878883,0.50283895
-0.67017233,0.69510261
-0.61923667,0.82638140
-0.59517891,0.89544755
-0.60145576,0.90164048
-0.63170211,0.85890219
-0.67711860,0.78543003
-0.72643126,0.70258191
-0.76813232,0.63137432
-0.79269152,0.58903651
-0.79243750,0.58807918
-0.76884687,0.62620475
-0.72838350,0.70067147
-0.67742614,0.79448972
-0.62697410,0.88702004
-0.58870435,0.95531282
-0.57275777,0.97782469
-0.58570096,0.93802688
-0.63093246,0.82927913
-0.70175665,0.65046862
-0.78594269,0.41079107
-0.87119587,0.13301219
-0.94082653,-0.15522752
-0.97802968,-0.42304708
-0.96839354,-0.64043681
-0.90219418,-0.78233314
-0.77805947,-0.83014248
-0.59769626,-0.78233314
-0.37020547,-0.64043681
-0.11540044,-0.42304708
0.14431584,-0.15522752
0.38458922,0.13301219
0.58197212,0.41079107
0.71669889,0.65046862
0.77309222,0.82927913
0.74734530,0.93802688
0.64381372,0.97782469
0.47032536,0.95531282
0.24314833,0.88702004
-0.01687353,0.79448972
-0.28670494,0.70067147
-0.54363022,0.62620475
-0.76949531,0.58807918
-0.94636029,0.58903651
-1.06203431,0.63137432
-1.11482162,0.70258191
-1.10692017,0.78543003
-1.04526893,0.85890219
-0.94001060,0.90164048
-0.80275453,0.89544755
-0.64298857,0.82638140
-0.47292512,0.69510261
-0.30228558,0.50283895
-0.13368313,0.26555893
0.03083904,0.00374834
0.19090236,-0.25859062
0.34667132,-0.49739227
0.49767795,-0.69198372
0.64375915,-0.82994475
0.77827113,-0.90288450
0.89238979,-0.91151032
0.97996604,-0.86930832
1.03230501,-0.79436544
1.04139534,-0.70830577
1.00133283,-0.63275298
0.90961759,-0.58578394
0.77001169,-0.58084608
0.58672677,-0.61856932
0.36850728,-0.69047209
0.13203211,-0.78411703
-0.10583311,-0.87905376
-0.32805533,-0.95192556
-0.51949241,-0.98023540
-0.66876291,-0.94613237
-0.77156571,-0.83771449
-0.82518602,-0.65945799
-0.83274144,-0.41809096
-0.80659872,-0.13646899
-0.76051929,0.15716231
-0.70944922,0.43087372
-0.66722916,0.65334219
-0.64449254,0.79818321
-0.64514538,0.84576548
-0.67379013,0.79406935
-0.72090024,0.64487103
-0.77845143,0.41779238
-0.83317423,0.13960184
-0.87051211,-0.15757169
-0.87685163,-0.44069673
-0.84160929,-0.68039185
-0.75693840,-0.85682451
-0.62694052,-0.95424337
-0.45293784,-0.97704320
-0.24752669,-0.93446479
-0.02484903,-0.84670804
0.19935130,-0.73946580
0.40971018,-0.63954326
0.59304014,-0.57032016
0.74161796,-0.54969505
0.84568044,-0.57902916
0.90839534,-0.65687005
0.93064973,-0.76494793
0.91849617,-0.87905376
0.88012327,-0.97109466
0.82467869,-1.01383743
0.76120809,-0.98567253
0.69592240,-0.87271279
0.63789957,-0.67968777
0.59453533,-0.41586123
0.56723879,-0.10851399
0.55782710,0.20856095
0.56681733,0.49777828
0.59355271,0.72313757
0.63618558,0.85553113
0.68960504,0.87910247
0.75350731,0.78793150
0.81741263,0.59126588
0.87548041,0.31657128
0.91854304,0.00000000
0.93674859,-0.31657128
0.92067081,-0.59126588
0.86268805,-0.78793150
0.75649561,-0.87910247
0.60452690,-0.85553113
0.41433656,-0.72313757
0.19429596,-0.49777828
-0.04094909,-0.20856095
-0.27391914,0.10851399
-0.48643839,0.41586123
-0.66209907,0.67968777
-0.78674583,0.87656006
-0.85869015,0.99043852
-0.87497035,1.01839796
-0.84612194,0.97429969
-0.78668434,0.87999773
-0.71489504,0.76319983
-0.64976256,0.65260755
-0.60789189,0.57304010
-0.59865526,0.54323782
-0.62824849,0.56486614
-0.69435287,0.63645286
-0.78219180,0.73966797
-0.87254791,0.85045639
-0.94282710,0.94123093
-0.97076870,0.98558027
-0.93829918,0.96281628
-0.83682962,0.86356566
-0.66130869,0.68370994
-0.42593496,0.43964993
-0.14862237,0.15211868
0.14301814,-0.14853725
0.41719255,-0.42846937
0.64228824,-0.65507273
0.79135470,-0.80157183
0.84408619,-0.84883687
0.79573756,-0.79600179
0.65386629,-0.64623320
0.43328911,-0.42029886
0.15991982,-0.14544769
-0.13482899,0.14662239
-0.41847583,0.42421733
-0.66197722,0.65992542
-0.84170163,0.83217301
-0.95040744,0.93569510
-0.98351528,0.96732817
-0.95325221,0.93981073
-0.87810980,0.87110918
-0.78133347,0.78301478
-0.68689417,0.69743827
-0.61551732,0.63290596
-0.58331617,0.60370219
-0.59348472,0.60992156
-0.64001904,0.65194712
-0.71294864,0.71662878
-0.79431857,0.78765000
-0.86320947,0.84638798
-0.89923484,0.87493145
-0.88587689,0.85886673
-0.81121982,0.78750678
-0.67573098,0.66132385
-0.48820535,0.48778347
-0.26044094,0.27618402
-0.01140775,0.04224679
0.23741838,-0.19594223
0.46507590,-0.42026828
0.65395501,-0.61479505
0.79011674,-0.76948038
0.87291266,-0.87515189
0.90043138,-0.92830933
0.88349453,-0.93518095
0.83566826,-0.90455881
0.77290444,-0.84826277
0.71104907,-0.77941612
0.66350765,-0.71069814
0.64131044,-0.65087559
0.64576689,-0.60983898
0.67250096,-0.59359180
0.71629414,-0.59981401
0.76605601,-0.62454455
0.80840745,-0.66121018
0.82959572,-0.70188688
0.81741125,-0.73867848
0.76094384,-0.76693435
0.66010426,-0.78007768
0.51145751,-0.77457246
0.32302000,-0.75437276
0.10533835,-0.72427414
-0.12773325,-0.69091542
-0.36052948,-0.66153697
-0.57723778,-0.64262233
-0.76160946,-0.63672769
-0.90665044,-0.64776007
-1.00081058,-0.67620357
-1.04326814,-0.71496115
-1.03555728,-0.75637878
-0.98288509,-0.79166383
-0.89310837,-0.81252857
-0.77544308,-0.81285598
-0.63717281,-0.79200964
-0.49068687,-0.74739112
-0.33772831,-0.68936679
-0.18372376,-0.62577128
-0.02958821,-0.56874443
0.12566715,-0.53077126
0.28374651,-0.52235837
0.44558384,-0.54981299
0.61177084,-0.61160624
0.77310047,-0.70371198
0.92484747,-0.81547513
1.05229343,-0.92663758
1.14027841,-1.01595381
1.17336491,-1.06239614
1.13847354,-1.04852333
1.02766560,-0.96355129
0.84251129,-0.80753121
0.58951139,-0.58618280
0.28483757,-0.31482875
-0.04242419,-0.02085861
-0.35911318,0.26561191
-0.62999768,0.51376717
-0.82249518,0.69626256
-0.91151129,0.79298931
-0.88171243,0.79578904
-0.73862842,0.70366013
-0.49470063,0.52693388
-0.18269280,0.28990228
0.15618850,0.02161846
0.47573252,-0.24597587
0.73112465,-0.48205492
0.88545771,-0.66053524
0.91728242,-0.76090945
0.81616812,-0.77601012
0.59892481,-0.70792512
0.29346222,-0.56274665
-0.05690680,-0.35501110
-0.40151843,-0.10354523
-0.68976577,0.17082951
-0.87867770,0.44730881
-0.94142332,0.70853109
-0.86565672,0.93530221
-0.65962942,1.11137098
-0.35517702,1.22787336
0.00282608,1.27711459
0.36123127,1.25458505
0.66662569,1.15930356
0.87342800,0.99441655
0.95273503,0.76599077
0.89079702,0.48978610
0.69506773,0.18701962
0.39700085,-0.12060087
0.04127765,-0.40619330
-0.31912911,-0.64206280
-0.63101238,-0.80287892
-0.84892266,-0.86920060
-0.93993567,-0.83272576
-0.89422761,-0.69261009
-0.72215714,-0.46096356
-0.44827395,-0.16655359
-0.11316047,0.15399023
0.23481531,0.45860351
0.54675694,0.70537144
0.78028477,0.85856445
0.90337805,0.89611794
0.90631550,0.80550527
0.78794366,0.60055755
